geoid,countyfp,pollvoter_dens
6081610800,81,0.0043683062629799995
6081610900,81,0.00937832050292
6081611200,81,0.005431344385060001
6081611000,81,0.009231664203709999
6081610700,81,0.0069243212829700005
6081611600,81,0.00450622204057
6081612000,81,0.007490750681649999
6081611500,81,0.0034254372615599997
6081611300,81,0.00773573899404
6081612500,81,0.006212915362579999
6081612100,81,0.0059076757943799995
6081602100,81,0.003435364801530001
6081602200,81,0.007459760893399998
6081602400,81,0.009551788212540002
6081602500,81,0.00606694141574
6081602000,81,0.0111012281657
6081603700,81,0.007825520994710001
6081602600,81,0.00939585283709
6081612600,81,0.006821957437430001
6081612700,81,0.0038190135257
6081612800,81,0.005483014487449999
6081604000,81,0.006009915076270001
6081604102,81,0.00273886255587
6081604101,81,0.010211970994200001
6081604800,81,0.006103303011520001
6081605100,81,0.00481967731441
6081604400,81,0.005741312792529999
6081605200,81,0.005828114424629999
6081605300,81,0.007996638481290001
6081605400,81,0.0100670668294
6081605800,81,0.00482883274291
6081605900,81,0.00791317075874
6081605500,81,0.00789204073318
6081600402,81,0.005048341376890001
6081609202,81,0.00590562232593
6081609201,81,0.00600198788203
6081601901,81,0.00567954295925
6081603802,81,0.00740097417643
6081603801,81,0.00203176782015
6081614000,81,0.00793744052108
6081600401,81,0.0044838912580299995
6081608013,81,0.00509998491791
6081601902,81,0.00670030271203
6081611700,81,0.007404408835979998
6081601601,81,0.0025864396922500002
6081606800,81,0.00402658969444
6081606000,81,0.0058094179698500005
6081609100,81,0.00224173359603
6081610304,81,0.006560610986479999
6081606200,81,0.007835118807370001
6081606300,81,0.00498601009126
6081606400,81,0.00766204585461
6081606100,81,0.0053100917438
6081613200,81,0.0127802601136
6081603900,81,0.009205264952440001
6081603400,81,0.010458077631799999
6081611800,81,0.0051650401175399995
6081613300,81,0.00428943274104
6081607300,81,0.006525755145439999
6081613600,81,0.011790330780899999
6081600100,81,0.00732953234185
6081603100,81,0.00771770107799
6081605600,81,0.0071944393964600015
6081604600,81,0.00350575425642
6081608100,81,0.004679356359229999
6081610202,81,0.004209485773510001
6081600500,81,0.00814620828771
6081606500,81,0.0067661190322099996
6081606600,81,0.00588940340557
6081606900,81,0.003946513583699999
6081606700,81,0.0043653066603100005
6081600600,81,0.00566454128224
6081601200,81,0.0074250479342
6081601100,81,0.006745557786270001
6081613502,81,0.0111231248073
6081612900,81,0.007663931711680002
6081605700,81,0.00789857116587
6081607200,81,0.00508980092336
6081607100,81,0.00524810850368
6081607400,81,0.00774145793117
6081607500,81,0.006365576362600001
6081607702,81,0.00446150735275
6081607800,81,0.005344866984830001
6081607701,81,0.005406850224960001
6081608002,81,0.00563166197329
6081607900,81,0.005403935801839999
6081608502,81,0.00355213040355
6081608300,81,0.00462815245464
6081608200,81,0.00554794145979
6081608501,81,0.00828510317225
6081608023,81,0.00411687361336
6081608400,81,0.00597913961078
6081608600,81,0.00620326167947
6081608700,81,0.011244280362200001
6081609300,81,0.00477530975619
6081609000,81,0.00474496293621
6081610100,81,0.0031978182515
6081610000,81,0.00784375308352
6081610201,81,0.00400410870279
6081609900,81,0.006556125779060001
6081610303,81,0.0113304353624
6081610400,81,0.00611232746501
6081610203,81,0.00187895844284
6081610602,81,0.005382619846710001
6081610601,81,0.00380451101921
6081610500,81,0.0042994683583
6081613900,81,0.00924777871041
6081600800,81,0.005351619983459999
6081600900,81,0.0055047618358199995
6081600700,81,0.007252008870090002
6081601000,81,0.00853642591276
6081601700,81,0.00720574995934
6081601800,81,0.00884116814226
6081601300,81,0.007389962199949998
6081611400,81,0.0059841047546300005
6081609603,81,0.008124363852970001
6081611900,81,0.0103989117284
6081602300,81,0.005508070099899999
6081609602,81,0.00273990394464
6081613000,81,0.004320284227
6081613700,81,0.0138894802101
6081603000,81,0.00834797850795
6081604500,81,0.00525390529309
6081611100,81,0.00946179005729
6081607000,81,0.00458282227584
6081604900,81,0.004021911230170001
6081608004,81,0.008528227609390001
6081610302,81,0.0019516605685
6081613400,81,0.0044905902180200005
6081602900,81,0.00659210269297
6081602800,81,0.00565751259493
6081603200,81,0.00837989153268
6081607600,81,0.00547852744821
6081613501,81,0.00591729375704
6081609700,81,0.00754785029385
6081609500,81,0.00657563464531
6081604700,81,0.00415849985531
6081600300,81,0.00444005492715
6081609601,81,0.00458005714592
6081603300,81,0.013808708924200002
6081605000,81,0.00867285333787
6081608001,81,0.00344195385241
6081608900,81,0.00945298816975
6081604200,81,0.00552586072046
6081602700,81,0.00891619209777
6081601400,81,0.007065325506420001
6081601501,81,0.00596110352655
6081601502,81,0.00385734157856
6081601603,81,0.00701753336365
6081609800,81,0.00747721445938
6081601605,81,0.00729106507078
6081601604,81,0.0034926952228500003
6081613800,81,0.00613596799772
6081600200,81,0.00415367850921
6081609400,81,0.00507237300284
6081608800,81,0.009294066930260001
