geoid,countyfp,tot_elignonreg_prc_final,unreliable_flag
6081610800,81,0.3699906275468621,0
6081610900,81,0.269687255689424,0
6081611200,81,0.128319908675799,0
6081611000,81,0.252102883758607,0
6081610700,81,0.233554237644585,0
6081611600,81,0.0,1
6081612000,81,0.3584026962962961,0
6081611500,81,0.0,1
6081611300,81,0.13871554629629598,0
6081612500,81,0.0854285191956124,0
6081612100,81,0.333277348242812,0
6081602100,81,0.360958928188639,0
6081602200,81,0.3942041635377561,0
6081602400,81,0.35963063394683004,0
6081602500,81,0.392664457455113,0
6081602000,81,0.29063819047619,0
6081603700,81,0.261148996458087,0
6081602600,81,0.385630638912981,0
6081612600,81,0.16838169435215894,0
6081612700,81,0.0,1
6081612800,81,0.0,1
6081604000,81,0.17590365145228198,0
6081604102,81,0.499658506289308,0
6081604101,81,0.413614654654655,0
6081604800,81,0.23066495884773705,0
6081605100,81,0.211180015576324,0
6081604400,81,0.40196471717171706,0
6081605200,81,0.0,1
6081605300,81,0.14106859979101402,0
6081605400,81,0.170882902953587,0
6081605800,81,0.0487879052823317,0
6081605900,81,0.27242173148148197,0
6081605500,81,0.24041614130434805,0
6081600402,81,0.48157126984127,0
6081609202,81,0.28331913288288296,0
6081609201,81,0.11762192427063901,0
6081601901,81,0.32270573059360697,0
6081603802,81,0.182555376930064,0
6081603801,81,0.37750286014721296,0
6081614000,81,0.22044111255975696,0
6081600401,81,0.352786453900709,0
6081608013,81,0.30057914942528696,0
6081601902,81,0.404139283529926,0
6081611700,81,0.2336346955997589,0
6081601601,81,0.473563298969072,0
6081606800,81,0.16802623274161702,0
6081606000,81,0.273887449494949,0
6081609100,81,0.0,1
6081610304,81,0.14362435854341699,0
6081606200,81,0.296527106446777,0
6081606300,81,0.25211731448763197,0
6081606400,81,0.223439477477477,0
6081606100,81,0.275052846441948,0
6081613200,81,0.0,1
6081603900,81,0.28324399339934003,0
6081603400,81,0.14075616989002698,0
6081611800,81,0.14712248263888902,0
6081613300,81,0.0610903504482479,0
6081607300,81,0.0755277186311786,0
6081613600,81,0.209514559386973,0
6081600100,81,0.271260513513513,0
6081603100,81,0.0796718164435947,0
6081605600,81,0.0909196516808424,0
6081604600,81,0.265908259860789,0
6081608100,81,0.247464307036247,0
6081610202,81,0.460703595724004,0
6081600500,81,0.43015811764705897,0
6081606500,81,0.0,1
6081606600,81,0.152775128740431,0
6081606900,81,0.145895478723404,0
6081606700,81,0.0404548022598869,0
6081600600,81,0.480166991655687,0
6081601200,81,0.37827506756756796,0
6081601100,81,0.387201581536133,0
6081613502,81,0.15077888888888902,0
6081612900,81,0.0793474760383386,0
6081605700,81,0.0302838082437276,0
6081607200,81,0.28625270633397304,0
6081607100,81,0.0909773427672956,0
6081607400,81,0.240547594023699,0
6081607500,81,0.21624409121395002,0
6081607702,81,0.25823114035087696,0
6081607800,81,0.304631073919107,0
6081607701,81,0.280403156462585,0
6081608002,81,0.0266317960088692,0
6081607900,81,0.22007235955056198,0
6081608502,81,0.23337881925522197,0
6081608300,81,0.20736181957186609,0
6081608200,81,0.280154741433022,0
6081608501,81,0.21749750375939805,0
6081608023,81,0.0912311177644711,0
6081608400,81,0.4241451762605979,0
6081608600,81,0.220024872298625,0
6081608700,81,0.14024619433198401,0
6081609300,81,0.0700184247538677,0
6081609000,81,0.0283393313667649,0
6081610100,81,0.250257192982456,0
6081610000,81,0.198544451378055,0
6081610201,81,0.398088127112914,0
6081609900,81,0.021172016985138004,0
6081610303,81,0.19068841563786,0
6081610400,81,0.19781398564905397,0
6081610203,81,0.49615283625731,0
6081610602,81,0.0317803069053708,0
6081610601,81,0.330674673366834,0
6081610500,81,0.330216547619048,0
6081613900,81,0.22186028625235396,0
6081600800,81,0.536469554140127,0
6081600900,81,0.340875722222222,0
6081600700,81,0.411219338118022,0
6081601000,81,0.310803402489626,0
6081601700,81,0.27734126746507,0
6081601800,81,0.31845416833667306,0
6081601300,81,0.41313529960531,0
6081611400,81,0.0673701219512196,0
6081609603,81,0.0438668106734435,0
6081611900,81,0.26003115103127106,0
6081602300,81,0.30383739012846506,0
6081609602,81,0.0756606587615283,0
6081613000,81,0.154181097046413,0
6081613700,81,0.213597135334387,0
6081603000,81,0.181435985663082,0
6081604500,81,0.26913185185185196,0
6081611100,81,0.11108816312056698,0
6081607000,81,0.234255769944341,0
6081604900,81,0.2314253305497561,0
6081608004,81,0.174229435897436,0
6081610302,81,0.364816443148688,0
6081613400,81,0.0,1
6081602900,81,0.24279726618704997,0
6081602800,81,0.32656326180257506,0
6081603200,81,0.0877309532267615,0
6081607600,81,0.148614660421546,0
6081613501,81,0.28767482067510497,0
6081609700,81,0.113250316301703,0
6081609500,81,0.0474025777777778,0
6081604700,81,0.0979006044905009,0
6081600300,81,0.35001611510791397,0
6081609601,81,0.0428796241830066,0
6081603300,81,0.15003779492124694,0
6081605000,81,0.226712026260818,0
6081608001,81,0.28749301184433196,0
6081608900,81,0.226410938511327,0
6081604200,81,0.27350170786516803,0
6081602700,81,0.357447243079257,0
6081601400,81,0.429371312938177,0
6081601501,81,0.42351188034188003,0
6081601502,81,0.564052021333333,0
6081601603,81,0.41879602055800297,0
6081609800,81,0.107112099125365,0
6081601605,81,0.3473213290229891,0
6081601604,81,0.4366796666666671,0
6081613800,81,0.142903599493029,0
6081600200,81,0.359798513800425,0
6081609400,81,0.0599966233766232,0
6081608800,81,0.0601531293349652,0
